,id_serie,rep,id_model,output,sMAPE,MAE,MAPE
0,8189,0,ets,3,0.0114244618359231,187.89023653252147,0.023139866601753562
1,8189,0,theta,3,0.018937427309209987,314.92766378955884,0.03874091262342757
2,8189,0,arima,3,0.014084507042253521,233.33333333333334,0.028605841613971696
3,8189,1,ets,3,0.031059725422237134,579.1334313214326,0.06776188679023659
4,8189,1,theta,3,0.039892685340809364,750.6742605606117,0.08656316435586531
5,8189,1,arima,3,0.03066369898953899,554.4226780123523,0.06129376218011565
6,8189,2,ets,3,0.013464233033922123,254.1652695789065,0.02710434422270415
7,8189,2,theta,3,0.023060536852757798,438.6154245995949,0.046686204117318796
8,8189,2,arima,3,0.014446633686221124,274.60065952671965,0.029710478663935485
9,8189,0,ets,12,0.031885427620030486,597.1988242469665,0.07030398645450664
10,8189,0,theta,12,0.039350848158417294,743.4742358394889,0.086929126877886
11,8189,0,arima,12,0.05198153307615509,995.0073694874885,0.11682484062967002
12,8189,1,ets,12,0.1541271788932151,2476.9931273041416,0.2543379680680266
13,8189,1,theta,12,0.14291889008501868,2321.6733550658637,0.23892106172736383
14,8189,1,arima,12,0.1377352860169472,2244.159519640223,0.2304885602061935
15,8189,2,ets,12,0.04038213621429766,503.5145348091991,0.07523469182264075
16,8189,2,theta,12,0.02996433321526168,383.7512713498852,0.059131477393325214
17,8189,2,arima,12,0.03694102397926118,475.0,0.07355714483204982
