,id_serie,rep,id_model,output,sMAPE,MAE,MAPE
0,3098,0,ets,3,0.01479244887057362,67.08089696224108,0.030493971252506163
1,3098,0,theta,3,0.017282354929224253,78.1878840530785,0.0354284685227322
2,3098,0,arima,3,0.01551924589320068,69.42977745303945,0.030612560647568742
3,3098,1,ets,3,0.02389055172856692,97.07047156947935,0.04722391860802528
4,3098,1,theta,3,0.019543928393005384,81.42512405928544,0.039156018892184896
5,3098,1,arima,3,0.029579939617489368,122.2186167750455,0.058826621811950315
6,3098,2,ets,3,0.03318768533659963,138.96469895616133,0.06572731445774212
7,3098,2,theta,3,0.03593805084519593,150.18304921862764,0.07086594865048636
8,3098,2,arima,3,0.023749080515182347,100.23310310618051,0.04733917070445556
9,3098,0,ets,12,0.02482390507846908,102.74096853753922,0.04970321328526339
10,3098,0,theta,12,0.03125020337398921,127.69602391086181,0.06031947194752859
11,3098,0,arima,12,0.021419890643703504,90.62660209556252,0.04556618558870229
12,3098,1,ets,12,0.033678240251654966,129.72661316125135,0.06526975007049157
13,3098,1,theta,12,0.04532161069196862,171.57582385956047,0.08599077751560912
14,3098,1,arima,12,0.021607375338863997,84.74834036215321,0.044995598476927884
15,3098,2,ets,12,0.03439715750574929,122.67505350485465,0.06711917329804219
16,3098,2,theta,12,0.048266369796786085,169.2588351720906,0.09188885494051867
17,3098,2,arima,12,0.024487333340080856,88.18936635413972,0.04902621340784524
