,id_serie,rep,id_model,output,sMAPE,MAE,MAPE
0,160,0,ets,3,0.009675893564479862,189.13871817168183,0.018958026654083297
1,160,0,theta,3,0.01085405871397247,212.30442922894204,0.02133242598529871
2,160,0,arima,3,0.00967686631387439,189.42196018087392,0.019053093508998715
3,160,1,ets,3,0.02178443449197552,419.57741411008465,0.04227591184475799
4,160,1,theta,3,0.018012250933187337,348.2090692328923,0.03501380658429309
5,160,1,arima,3,0.014606386851761854,283.31547777322584,0.02833074301687137
6,160,2,ets,3,0.005802918086142997,110.58768595505596,0.011734770747010482
7,160,2,theta,3,0.008527728605509325,162.96172467348455,0.017234803056474308
8,160,2,arima,3,0.01170614669056908,224.41954743987785,0.023778350504756463
9,160,0,ets,12,0.007955219648109177,153.69207895359068,0.015658041072646258
10,160,0,theta,12,0.00744209169944931,143.66997852178187,0.014592759387006332
11,160,0,arima,12,0.009305999103547173,180.47561200476216,0.018554976387718497
12,160,1,ets,12,0.014653266507683001,292.0451474783234,0.02988185612192468
13,160,1,theta,12,0.01704290844088057,340.49738264832786,0.034804308845329486
14,160,1,arima,12,0.014683868757687716,292.66415127377485,0.029948123246940943
15,160,2,ets,12,0.008299788413684134,165.9661150348893,0.016465694555261996
16,160,2,theta,12,0.008175216713990461,163.55471547939655,0.016236769623161004
17,160,2,arima,12,0.011555270259101637,229.7561288849641,0.022734241587646805
