,id_serie,rep,id_model,output,sMAPE,MAE,MAPE
0,11813,0,ets,3,0.0031100667823929467,6.820105926352501,0.0061957873626342875
1,11813,0,theta,3,0.0028124253052797168,6.182008055250587,0.00563056838590982
2,11813,0,arima,3,0.0031132717106494364,6.827069021221253,0.006202032949466096
3,11813,1,ets,3,0.0034428616242311327,7.498908583359253,0.006892904324460869
4,11813,1,theta,3,0.0021079347664356676,4.594897529953566,0.004247735739126137
5,11813,1,arima,3,0.0034438262796068243,7.501031636787123,0.00689489305626823
6,11813,2,ets,3,0.011101143171244443,24.381681435726325,0.022469968335771678
7,11813,2,theta,3,0.006747676569909559,14.755111368517115,0.013612317211671077
8,11813,2,arima,3,0.011091007207743331,24.35916992398764,0.022449238557018265
9,11813,0,ets,12,0.004314677271751779,9.459673368516007,0.008661543405598543
10,11813,0,theta,12,0.0034262165175578266,7.506055034622231,0.00686031360087401
11,11813,0,arima,12,0.010645659931187464,23.05761986793446,0.020995402641747707
12,11813,1,ets,12,0.01615073055852492,33.866451922178264,0.03133125129434666
13,11813,1,theta,12,0.018205925518906062,38.15997986844977,0.035413242131805724
14,11813,1,arima,12,0.016817449122468856,35.23267978950286,0.03257919877286538
15,11813,2,ets,12,0.008249902315869223,16.550565470500146,0.01615377490252103
16,11813,2,theta,12,0.007869811112045298,15.786326903559987,0.015411472598360435
17,11813,2,arima,12,0.008369488943923812,16.787500000000023,0.016385837331993666
