,id_serie,rep,id_model,output,sMAPE,MAE,MAPE
0,143,0,ets,3,0.052521856007345644,190.48861600454484,0.09957910878017467
1,143,0,theta,3,0.04978592134997578,181.0363934539906,0.0946716851355891
2,143,0,arima,3,0.050807000059050714,184.5698162280837,0.09641873957652962
3,143,1,ets,3,0.02576458540481115,94.78366961773388,0.05454971335344888
4,143,1,theta,3,0.02429941878182745,89.09488342188904,0.05112210229147449
5,143,1,arima,3,0.026744859205738856,97.84472412698786,0.05586974519284817
6,143,2,ets,3,0.00689220088437138,25.798098268480242,0.014071829440954621
7,143,2,theta,3,0.006933799934815109,25.91600296086517,0.014094513488978751
8,143,2,arima,3,0.012630259907651459,47.56000151701634,0.02561878832877826
9,143,0,ets,12,0.013376925981476587,50.21638044658213,0.028158516873742934
10,143,0,theta,12,0.012372301225447436,46.244142236500636,0.02577762613088549
11,143,0,arima,12,0.015496040578074691,58.09492070320456,0.03220106982440837
12,143,1,ets,12,0.0480054184812121,193.63640355364396,0.10408045404651312
13,143,1,theta,12,0.039366793040426964,157.3633767603052,0.08457497461352513
14,143,1,arima,12,0.04239890847211642,170.02049180327845,0.09135599944773166
15,143,2,ets,12,0.011404644306457002,40.536570083429865,0.021050667885067483
16,143,2,theta,12,0.009471194853996188,33.565873624472374,0.016946168867823557
17,143,2,arima,12,0.010828467012489284,38.45621468926546,0.019827235517014825
