,id_serie,rep,id_model,output,sMAPE,MAE,MAPE
0,4386,0,ets,3,0.07196104173029252,811.6994733994603,0.1559853072848417
1,4386,0,theta,3,0.07130375615579121,800.9863549529691,0.15285892504692375
2,4386,0,arima,3,0.06932692276040042,790.5008699513273,0.15506435505862295
3,4386,1,ets,3,0.02796346816053249,338.44621592870106,0.05831239726995849
4,4386,1,theta,3,0.02861511542374357,345.162524811011,0.05895816311450016
5,4386,1,arima,3,0.03387610707389776,410.9365934787602,0.07105111784622824
6,4386,2,ets,3,0.026609108552010763,307.21419802029203,0.05174303703246578
7,4386,2,theta,3,0.021941493571727727,254.4815051648011,0.04273717790338588
8,4386,2,arima,3,0.03771302432130879,430.75483856889576,0.07281469550635294
9,4386,0,ets,12,0.035892648400209115,403.46028592035486,0.07276364662035509
10,4386,0,theta,12,0.03301878200774884,373.747757275143,0.06830759891259365
11,4386,0,arima,12,0.04160234548038662,472.45664868474165,0.08939860643931945
12,4386,1,ets,12,0.05623592739255839,645.2059100552909,0.12216649529297315
13,4386,1,theta,12,0.055813181438950255,642.8709487739428,0.12264618075651275
14,4386,1,arima,12,0.06705716122215619,795.6020559558232,0.15881316792901476
15,4386,2,ets,12,0.07986271535653804,752.5976023030466,0.13488862826468265
16,4386,2,theta,12,0.07862479126870364,744.4652180315687,0.13413736250048405
17,4386,2,arima,12,0.07402994818954874,705.9795268870885,0.12743096944661156
