id_serie,rep,output,sMAPE,MAE,MAPE
39,0,3,0.0246112121666666,151.85299228333332,0.0483848008333333
39,1,3,0.0297653078333333,178.60009206666666,0.05941678
39,2,3,0.0246043163333333,153.23895798333334,0.0495310761666666
39,0,12,0.0408115855,207.74228886666668,0.0845334396666666
39,1,12,0.0479814613333333,248.12882816666664,0.0926137468333333
39,2,12,0.025182806,122.81392331666666,0.0504111573333333
45,0,3,0.0492870721666666,226.60355035,0.0992756555
45,1,3,0.0609591164999999,252.08108286666663,0.1196212548333333
45,2,3,0.0621916455,262.4932056,0.1267380673333333
45,0,12,0.0401796933333333,145.00811323333335,0.0816097321666666
45,1,12,0.0951660803333333,300.4513208666667,0.187953638
45,2,12,0.0507134945,160.75262449999997,0.0985738875
99,0,3,0.00293554305,9.229804730166666,0.0058675115
99,1,3,0.0015280511333333,4.894954234666667,0.00305198775
99,2,3,0.003605121,10.750765615,0.0071889823333333
99,0,12,0.0054204363333333,14.075766763333332,0.0107169261666666
99,1,12,0.003773831,9.855384766666669,0.0075164916666666
99,2,12,0.0065297929666666,15.216489335,0.0130876005
109,0,3,0.00456558265,15.756604261666666,0.0091353021666666
109,1,3,0.0161756343333333,51.33992186166667,0.0321415336666666
109,2,3,0.0091890545,29.02381375666667,0.0183332281666666
109,0,12,0.0113432478333333,34.42001319166666,0.0223994033333333
109,1,12,0.0130739395,37.57761039833333,0.0262736835
109,2,12,0.035243675,66.78038838166667,0.0694550816666666
111,0,3,0.0075489176333333,18.13305600833333,0.0151063395
111,1,3,0.0018945784,5.191974055833333,0.00379142265
111,2,3,0.009401378,21.485319791666665,0.0185112213333333
111,0,12,0.0374012746666666,68.2450372,0.0745888503333333
111,1,12,0.017823859,30.02071856166667,0.0357084831666666
111,2,12,0.0142313175,21.335314085,0.0281114803333333
133,0,3,0.0127307383333333,12.831029193333332,0.0253003776666666
133,1,3,0.0164304228333333,19.54691099,0.0331645103333333
133,2,3,0.0717630726666666,59.743841155,0.14211742
133,0,12,0.1068999146666666,73.30306772166666,0.2122458814999999
133,1,12,0.0623969571666666,82.4975073,0.128051307
133,2,12,0.0366710636666666,58.98155083333333,0.0791293976666666
143,0,3,0.0510376438333333,123.5766081,0.1022298705
143,1,3,0.0255973458333333,62.59397714833333,0.0519361418333333
143,2,3,0.0085127469166666,21.674116081666668,0.0171244066666666
143,0,12,0.0135176826666666,27.833606673333332,0.0275142655
143,1,12,0.0432637,94.07301378333332,0.0880075573333333
143,2,12,0.0105596655,20.32044785333333,0.0201834455
160,0,3,0.0100689333333333,131.30336555,0.0199927281666666
160,1,3,0.018130135,233.5782147,0.0360835553333333
160,2,3,0.008681864,110.65972766666668,0.0174013055
160,0,12,0.0081461028333333,86.13262603333332,0.016193398
160,1,12,0.0154606644999999,167.05138991666666,0.0309984756666666
160,2,12,0.0087731931666666,96.45306675,0.0175114251666666
162,0,3,0.0472305208333333,110.22604611666668,0.092060596
162,1,3,0.0362851511666666,97.68933641166666,0.0736484033333333
162,2,3,0.1318283618333333,322.69707761666666,0.2667336938333333
162,0,12,0.1702011926666666,283.53288611666665,0.3428919253333333
162,1,12,0.199911734,492.10554295,0.4497142161666667
162,2,12,0.0421441246666666,139.75208098333331,0.0861853906666666
200,0,3,0.0150007329999999,38.414490531666665,0.0298621903333333
200,1,3,0.019930194,49.763462435,0.0394358608333333
200,2,3,0.0391038455,89.95888631666666,0.077954079
200,0,12,0.0451550778333333,88.02658418333334,0.0892295826666666
200,1,12,0.0345762495,56.579615925000006,0.0688577371666666
200,2,12,0.032033246,58.40361484833334,0.0650965226666666
206,0,3,0.0012468166833333,1.786873939,0.00249290625
206,1,3,0.0041297448333333,5.953699575500001,0.0082622903333333
206,2,3,0.0015490481666666,2.326284639666667,0.0030957620166666
206,0,12,0.0043880788499999,5.236317318333334,0.0087890943333333
206,1,12,0.0188343793333333,23.011877610000003,0.0378478171666666
206,2,12,0.0037420813833333,5.468212715666666,0.0075023594999999
261,0,3,0.033969363,68.34175699,0.0676306416666666
261,1,3,0.0236776713333333,49.10005338666667,0.0476393158333333
261,2,3,0.0319685401666666,69.14586870333335,0.0642636118333333
261,0,12,0.0254821961666666,46.60490846666666,0.050819443
261,1,12,0.0219896513333333,43.67794756000001,0.0439602131666666
261,2,12,0.0236793146666666,44.50979457333333,0.0461962778333333
270,0,3,0.0484262678333333,40.996114205,0.0970982183333333
270,1,3,0.0886571998333333,65.38685926,0.1764429974999999
270,2,3,0.079841022,50.027065565,0.1512900506666666
270,0,12,0.1832381811666666,89.68718949999999,0.3705944353333333
270,1,12,0.089483007,53.57871693833333,0.1898031339999999
270,2,12,0.1723101148333333,194.0179506833333,0.3762809268333333
299,0,3,0.0297167198333333,223.11056645,0.0596019883333333
299,1,3,0.0260972301666666,144.2992026,0.0472410848333333
299,2,3,0.0159489934999999,83.79541711833333,0.0342940795
299,0,12,0.0512665613333333,260.45840785,0.1078790636666666
299,1,12,0.0510659763333333,265.47838249999995,0.0965631355
299,2,12,0.0463842403333333,236.89483041666668,0.0986318966666666
322,0,3,0.0172847449999999,132.2697359,0.0335975146666666
322,1,3,0.0531116578333333,308.5048464,0.1107889286666666
322,2,3,0.0164357391666666,119.441881495,0.0334755613333333
322,0,12,0.0391412756666666,231.3165805666667,0.0831468685
322,1,12,0.028884755,172.20020685,0.061321541
322,2,12,0.0137974283333333,80.83787459999999,0.0282597021666666
365,0,3,0.038899201,253.52806163333327,0.0702878551666666
365,1,3,0.0150792191666666,97.49590238333334,0.0306503246666666
365,2,3,0.047244251,273.3063915,0.1001486523333333
365,0,12,0.0397661968333333,204.17682040000005,0.0817968921666666
365,1,12,0.062241048,325.30645358333334,0.1260785073333333
365,2,12,0.093215397,532.1012563833334,0.2081114368333333
366,0,3,0.0232987686666666,351.4902957,0.0478594331666666
366,1,3,0.0347519333333333,529.3183384499999,0.0689648493333333
366,2,3,0.0349700333333333,526.9200342666667,0.0698944278333333
366,0,12,0.0353340336666666,430.04222295,0.0697413308333333
366,1,12,0.0916567186666666,907.8524546666667,0.1796667283333333
366,2,12,0.1728788565,1274.2544363333332,0.3504825348333333
382,0,3,0.0142092138333333,27.65864729833333,0.0283371
382,1,3,0.0140991736666666,31.71633094333333,0.0278569051666666
382,2,3,0.0246572528333333,47.329537908333336,0.0490513405
382,0,12,0.0389327546666666,59.746664775000006,0.0774872473333333
382,1,12,0.0857298223333333,109.22959276666668,0.1711654185
382,2,12,0.0254904478333333,30.26099443333333,0.0519582601666666
412,0,3,0.0102493548333333,236.4644481,0.0206074681666666
412,1,3,0.0179217705,340.6765917166667,0.0351837761666666
412,2,3,0.0386796733333333,637.6336668666667,0.076727167
412,0,12,0.0878107903333333,1181.6034238333334,0.1703802413333333
412,1,12,0.0256565063333333,259.19183150000003,0.0498862908333333
412,2,12,0.0229286363333333,204.6055669333333,0.0442042311666666
428,0,3,0.0139858456666666,296.28853158333334,0.0279959658333333
428,1,3,0.0198578695,429.41702083333337,0.0397838541666666
428,2,3,0.0088119763333333,200.4540593,0.0177673625
428,0,12,0.022847434,412.83435220000007,0.0461841151666666
428,1,12,0.0079345275,139.58192863333332,0.015796836
428,2,12,0.0068543653666666,128.8628007833333,0.0136935541666666
457,0,3,0.0028547667166666,41.741005365,0.0057111604833333
457,1,3,0.0028242286666666,39.61270656833334,0.00561618035
457,2,3,0.0012194154816666,19.19778423,0.00243896485
