,id_model,id_serie,input,output,rep,sMAPE,MAE,MAPE
12,0,514,12,12,2,0.033676795,8802.701813,0.065172119
13,1,514,12,12,2,0.252358887,54445.2262,0.402912278
14,2,514,12,12,2,0.037842519,9851.867886,0.072873211
15,0,514,12,3,2,0.008600457,629.6007156,0.016982531
16,1,514,12,3,2,0.277913896,16049.60844,0.434913567
17,2,514,12,3,2,0.010936451,798.3775648,0.021563976
0,0,532,12,12,0,0.002686455,648.1816406,0.005355761
1,1,532,12,12,0,0.08708681,19345.02616,0.160144627
2,2,532,12,12,0,0.004880468,1172.811508,0.009663256
3,0,532,12,3,0,0.001160598,70.13476563,0.002318243
4,1,532,12,3,0,0.079296478,4444.966689,0.14693453
5,2,532,12,3,0,0.000537588,32.53373016,0.001078623
6,0,532,12,12,1,0.006851016,1633.055664,0.013578485
7,1,532,12,12,1,0.091702551,20159.89817,0.16793074
8,2,532,12,12,1,0.00753619,1795.156923,0.014897125
9,0,532,12,3,1,0.002138879,127.6933594,0.00427264
10,1,532,12,3,1,0.077311227,4290,0.143523445
11,2,532,12,3,1,0.000523222,31.28869048,0.001046956
12,0,532,12,12,2,0.00764817,1808.725586,0.015155738
13,1,532,12,12,2,0.09271173,20218.69514,0.169604678
14,2,532,12,12,2,0.00796393,1882.809933,0.015790415
15,0,532,12,3,2,0.002372079,143.1386719,0.004749401
16,1,532,12,3,2,0.084879133,4709.947568,0.156460461
17,2,532,12,3,2,0.001804458,108.761156,0.00361956
0,0,553,12,12,0,0.014090514,3416.575195,0.026654457
1,1,553,12,12,0,0.12271305,26756.53331,0.209520482
2,2,553,12,12,0,0.022546979,5399.910076,0.041158226
3,0,553,12,3,0,0.006596539,376.5517578,0.012702484
4,1,553,12,3,0,0.08223712,4351.533333,0.147309373
5,2,553,12,3,0,0.012937431,736.0854361,0.024745483
6,0,553,12,12,1,0.009833852,2340.748047,0.018662347
7,1,553,12,12,1,0.125323531,26728,0.21412825
8,2,553,12,12,1,0.020363735,4794.96671,0.03719503
9,0,553,12,3,1,0.020230511,1365.964844,0.039247485
10,1,553,12,3,1,0.174526854,10236,0.29682565
11,2,553,12,3,1,0.02201602,1483.925418,0.042950538
12,0,553,12,12,2,0.011038453,2573.90332,0.021403761
13,1,553,12,12,2,0.127661305,26689,0.217122597
14,2,553,12,12,2,0.017203127,3989.449766,0.032131537
15,0,553,12,3,2,0.015328065,984.1816406,0.029954074
16,1,553,12,3,2,0.149861982,8496.5,0.259579024
17,2,553,12,3,2,0.015793769,1013.618508,0.030696151
0,0,586,12,12,0,0.006038797,1450.21582,0.011998405
1,1,586,12,12,0,0.067821706,15345,0.127042171
2,2,586,12,12,0,0.005881945,1412.768125,0.011688817
3,0,586,12,3,0,0.001563296,94.58789063,0.003121713
4,1,586,12,3,0,0.062784988,3580,0.118151815
5,2,586,12,3,0,0.002149647,129.9891599,0.004290071
6,0,586,12,12,1,0.002668741,638.7929688,0.005319118
7,1,586,12,12,1,0.074618845,16664.99973,0.13888914
8,2,586,12,12,1,0.002832465,677.8716235,0.005645497
9,0,586,12,3,1,0.001027787,62.03515625,0.002052877
10,1,586,12,3,1,0.063545151,3610,0.119498249
11,2,586,12,3,1,0.001145004,69.10200961,0.002286868
12,0,586,12,12,2,0.000993656,237.2480469,0.001984305
13,1,586,12,12,2,0.083958492,18511.8523,0.15491427
14,2,586,12,12,2,0.001090741,260.4030449,0.002178003
15,0,586,12,3,2,0.000301643,18.18359375,0.000603104
16,1,586,12,3,2,0.064994702,3680,0.122056385
17,2,586,12,3,2,0.000804172,48.45258621,0.001607051
0,0,590,12,12,0,0.040528631,1347.830945,0.084716598
1,1,590,12,12,0,0.033207828,1096.005817,0.068827614
2,2,590,12,12,0,0.038840802,1289.431789,0.080968301
3,0,590,12,3,0,0.003659081,29.28749059,0.007284268
4,1,590,12,3,0,0.027881585,230.4064581,0.057444016
5,2,590,12,3,0,0.011350788,92.23168425,0.023025304
6,0,590,12,12,1,0.030504372,1043.841888,0.063083365
7,1,590,12,12,1,0.022614415,767.6052235,0.046420378
8,2,590,12,12,1,0.028510351,973.6051928,0.058800588
9,0,590,12,3,1,0.012941664,104.8564361,0.026229704
10,1,590,12,3,1,0.029978973,247.1629747,0.061813798
11,2,590,12,3,1,0.016161492,131.3727991,0.032858487
12,0,590,12,12,2,0.017859951,599.6998461,0.036626294
13,1,590,12,12,2,0.0212035,714.4013078,0.043596752
14,2,590,12,12,2,0.022105581,745.4818272,0.045625451
15,0,590,12,3,2,0.041439213,343.0779422,0.086655849
16,1,590,12,3,2,0.034323599,282.0734146,0.071291094
17,2,590,12,3,2,0.021944362,178.057537,0.045004428
0,0,603,12,12,0,0.055647518,9919.028202,0.101095863
1,1,603,12,12,0,0.35769578,49446.94536,0.525520602
2,2,603,12,12,0,0.061142852,10814.33851,0.11125752
3,0,603,12,3,0,0.035254122,1737.531992,0.067736624
4,1,603,12,3,0,0.384302084,14164.84228,0.554757457
5,2,603,12,3,0,0.052237188,2533.004852,0.098674582
6,0,603,12,12,1,0.035901302,5757.398319,0.069740007
7,1,603,12,12,1,0.326891118,40926.28184,0.492575012
8,2,603,12,12,1,0.04472307,7111.560076,0.085393513
9,0,603,12,3,1,0.033152405,1537.001338,0.0641346
10,1,603,12,3,1,0.360188606,12683.94764,0.529457857
11,2,603,12,3,1,0.044172572,2026.301232,0.084379601
12,0,603,12,12,2,0.048547948,7392.972871,0.090215591
13,1,603,12,12,2,0.344177198,40884.82053,0.511996693
14,2,603,12,12,2,0.045758686,6986.804471,0.085171529
15,0,603,12,3,2,0.042472508,1846.684284,0.081255416
16,1,603,12,3,2,0.339240159,11481.48725,0.506543976
17,2,603,12,3,2,0.038803836,1693.130621,0.074562084
0,0,621,12,12,0,0.069175234,4388.632183,0.119000642
1,1,621,12,12,0,0.21768877,11966.6612,0.341510534
2,2,621,12,12,0,0.075936846,4753.102289,0.12541447
3,0,621,12,3,0,0.010570598,213.7478368,0.020551033
4,1,621,12,3,0,0.30582321,4785.803578,0.465209725
5,2,621,12,3,0,0.03478802,686.9847985,0.061789579
6,0,621,12,12,1,0.094562388,5384.88275,0.203839198
7,1,621,12,12,1,0.100075969,4701.184448,0.17708368
8,2,621,12,12,1,0.031940191,1702.271666,0.064604448
9,0,621,12,3,1,0.078599642,1290.705984,0.141138573
10,1,621,12,3,1,0.241058376,3440.305757,0.385832192
11,2,621,12,3,1,0.086803195,1414.659197,0.155055714
12,0,621,12,12,2,0.064947129,2735.237525,0.12383938
13,1,621,12,12,2,0.024211416,1040.704478,0.046434772
14,2,621,12,12,2,0.041437889,1777.958732,0.080158372
15,0,621,12,3,2,0.026092435,369.6454777,0.04982793
16,1,621,12,3,2,0.147538331,1868.938171,0.256176068
17,2,621,12,3,2,0.041221091,575.4847168,0.077613928
0,0,651,12,12,0,0.006932937,1513.926016,0.013994665
1,1,651,12,12,0,0.266775525,45771.57035,0.421146577
2,2,651,12,12,0,0.006063085,1323.121143,0.012232622
3,0,651,12,3,0,0.005558981,301.1455859,0.011174911
4,1,651,12,3,0,0.256059212,10982.23289,0.407717268
5,2,651,12,3,0,0.006804415,369.0764649,0.01370077
6,0,651,12,12,1,0.00547079,1194.509219,0.010899892
7,1,651,12,12,1,0.274340433,47262.13205,0.430551435
8,2,651,12,12,1,0.007819834,1703.427144,0.015522084
9,0,651,12,3,1,0.007740409,420.5345312,0.015602709
10,1,651,12,3,1,0.256659969,11010.40781,0.408479412
11,2,651,12,3,1,0.007770134,422.1620924,0.015662379
12,0,651,12,12,2,0.026486133,5608.426289,0.051610399
13,1,651,12,12,2,0.274119019,46763.25352,0.430203871
14,2,651,12,12,2,0.031483179,6634.252275,0.061060708
15,0,651,12,3,2,0.003627901,199.1757422,0.007290173
16,1,651,12,3,2,0.264110446,11428.86566,0.41785394
17,2,651,12,3,2,0.002273998,124.6755714,0.004568005
0,0,677,12,12,0,0.033325438,2290.817871,0.069777222
1,1,677,12,12,0,0.028956162,1981.514035,0.06041976
2,2,677,12,12,0,0.035268456,2429.265312,0.073905627
3,0,677,12,3,0,0.019249301,317.1201172,0.039142084
4,1,677,12,3,0,0.039272769,663.6161841,0.081800014
5,2,677,12,3,0,0.035348406,594.8738739,0.073396985
6,0,677,12,12,1,0.004532084,324.434082,0.009106728
7,1,677,12,12,1,0.008619842,611.2841886,0.016846987
8,2,677,12,12,1,0.007004011,502.9567857,0.014106191
9,0,677,12,3,1,0.040293874,693.3508301,0.084888734
10,1,677,12,3,1,0.031110161,530.2493496,0.065104429
11,2,677,12,3,1,0.037254784,639.0325215,0.07833196
12,0,677,12,12,2,0.009082743,658.7209473,0.018306557
13,1,677,12,12,2,0.016229148,1153.734417,0.03163425
14,2,677,12,12,2,0.007359636,532.3150904,0.014686232
15,0,677,12,3,2,0.009386457,156.9921875,0.018565323
16,1,677,12,3,2,0.023646025,406.0507365,0.049079337
17,2,677,12,3,2,0.011642167,197.4918061,0.023931105
0,0,682,12,12,0,0.006506266,282.1345215,0.013006809
1,1,682,12,12,0,0.057539665,2357.323905,0.108367853
2,2,682,12,12,0,0.006330902,274.0076435,0.01254671
3,0,682,12,3,0,0.012280307,132.2869873,0.024906264
4,1,682,12,3,0,0.040873993,417.8212662,0.078480409
5,2,682,12,3,0,0.00874845,93.90502646,0.017681909
6,0,682,12,12,1,0.004068544,176.5194092,0.008042383
7,1,682,12,12,1,0.074986313,3035.763618,0.139202214
8,2,682,12,12,1,0.005291359,229.1139699,0.010380304
9,0,682,12,3,1,0.005852505,65.00646973,0.011758545
10,1,682,12,3,1,0.065095774,676.8129371,0.12220515
11,2,682,12,3,1,0.00199135,22.04870864,0.003976508
12,0,682,12,12,2,0.002979842,128.8480225,0.0060199
13,1,682,12,12,2,0.072726901,2928.528408,0.135319788
14,2,682,12,12,2,0.004341913,187.0287907,0.008572547
15,0,682,12,3,2,0.003197169,35.12341309,0.006287232
16,1,682,12,3,2,0.06712169,693.0294735,0.125456679
17,2,682,12,3,2,0.005420908,59.61247073,0.010762194
0,0,688,12,12,0,0.004441556,286.6772461,0.008805416
1,1,688,12,12,0,0.522467803,22245.41652,0.686350829
2,2,688,12,12,0,0.007582664,487.8424743,0.014945784
3,0,688,12,3,0,0.015954127,258.5815918,0.031355319
4,1,688,12,3,0,0.513350107,5585.639541,0.678429401
5,2,688,12,3,0,0.016553841,268.1433666,0.032540677
6,0,688,12,12,1,0.007145168,452.0835449,0.014295792
7,1,688,12,12,1,0.531267714,21952.82089,0.693908509
8,2,688,12,12,1,0.006157228,390.2155856,0.01236031
9,0,688,12,3,1,0.01103269,175.1900391,0.021799534
10,1,688,12,3,1,0.508747825,5410.62311,0.674395381
11,2,688,12,3,1,0.005451516,87.14174853,0.010806743
12,0,688,12,12,2,0.007004732,435.0507812,0.014218828
13,1,688,12,12,2,0.53519493,21506.10814,0.697199193
14,2,688,12,12,2,0.008113097,504.4796911,0.016527001
15,0,688,12,3,2,0.0050346,81.03735352,0.010016047
16,1,688,12,3,2,0.515978663,5493.207943,0.680674369
17,2,688,12,3,2,0.004608442,74.07974692,0.009126544
0,0,723,12,12,0,0.008848663,347.4224854,0.01834095
1,1,723,12,12,0,0.022456414,870.1950948,0.044739199
2,2,723,12,12,0,0.01007947,393.4424242,0.020450131
3,0,723,12,3,0,0.00942954,94.17004395,0.018590972
4,1,723,12,3,0,0.023366166,229.6964994,0.045429052
5,2,723,12,3,0,0.00774663,77.33203725,0.015245171
6,0,723,12,12,1,0.010256539,400.5700684,0.021032118
7,1,723,12,12,1,0.021333473,824.6313681,0.042962936
8,2,723,12,12,1,0.00955083,371.6501502,0.019731822
9,0,723,12,3,1,0.008915092,81.46069336,0.017653296
10,1,723,12,3,1,0.027868345,260.29867,0.058120173
11,2,723,12,3,1,0.012681316,116.6253133,0.026143445
12,0,723,12,12,2,0.011171296,436.4782715,0.023563599
13,1,723,12,12,2,0.01722904,662.8794461,0.03443934
14,2,723,12,12,2,0.007746054,300.223545,0.015926191
15,0,723,12,3,2,0.002020202,20.47192383,0.004015122
16,1,723,12,3,2,0.027345051,269.8984312,0.053168725
17,2,723,12,3,2,0.005107937,51.5312587,0.010161382
0,0,754,12,12,0,0.01043964,1474.000488,0.021679145
1,1,754,12,12,0,0.023642264,3315,0.047898647
2,2,754,12,12,0,0.011141415,1569.929179,0.02268943
3,0,754,12,3,0,0.003742107,136.4238281,0.007431694
4,1,754,12,3,0,0.020795334,739.9000661,0.040139422
5,2,754,12,3,0,0.010099171,363.3034547,0.019640742
6,0,754,12,12,1,0.011038999,1511.409668,0.022542883
7,1,754,12,12,1,0.018078158,2505,0.037859602
8,2,754,12,12,1,0.006554434,902.2623262,0.013088146
9,0,754,12,3,1,0.021318341,705.3242188,0.044402252
10,1,754,12,3,1,0.036882808,1240,0.077843496
11,2,754,12,3,1,0.022446168,743.4955528,0.046259788
12,0,754,12,12,2,0.008957027,1216.470215,0.018762463
13,1,754,12,12,2,0.024072691,3303.333333,0.053318835
14,2,754,12,12,2,0.014490136,1973.570218,0.031276286
15,0,754,12,3,2,0.004409057,160.9423828,0.008803732
16,1,754,12,3,2,0.023795257,848.3403935,0.046478406
17,2,754,12,3,2,0.002389945,87.15870536,0.004776023
0,0,773,12,12,0,0.02886762,775.6993408,0.055873126
1,1,773,12,12,0,0.028403494,762.8925028,0.055030141
2,2,773,12,12,0,0.027392308,736.4570621,0.053042365
3,0,773,12,3,0,0.00129823,8.966918945,0.002591209
4,1,773,12,3,0,0.016066748,109.3605582,0.031622974
5,2,773,12,3,0,0.000983466,6.800052676,0.001967711
6,0,773,12,12,1,0.01066588,285.4884033,0.021014874
7,1,773,12,12,1,0.014182839,378.3086688,0.027814976
8,2,773,12,12,1,0.008074229,216.6745746,0.015904523
9,0,773,12,3,1,0.017919516,123.5452881,0.035115201
10,1,773,12,3,1,0.022599338,155.0970624,0.044086299
11,2,773,12,3,1,0.01280186,88.70783046,0.025110848
12,0,773,12,12,2,0.005327638,140.6226807,0.010518515
13,1,773,12,12,2,0.006464173,170.3160003,0.012760472
14,2,773,12,12,2,0.005140106,135.6083012,0.010085596
15,0,773,12,3,2,0.012043913,82.23303223,0.023632646
16,1,773,12,3,2,0.023476694,158.5028343,0.045736423
17,2,773,12,3,2,0.008242236,56.48826135,0.016208216
0,0,779,12,12,0,0.016642249,972.0397949,0.032497458
1,1,779,12,12,0,0.073583391,4069.904392,0.136497705
2,2,779,12,12,0,0.024875938,1441.28,0.04801627
3,0,779,12,3,0,0.006947896,105.017334,0.013778277
4,1,779,12,3,0,0.084795047,1189.699958,0.156322142
5,2,779,12,3,0,0.012634617,189.8995671,0.024950273
6,0,779,12,12,1,0.020087724,1143.326416,0.039418168
7,1,779,12,12,1,0.065903194,3589.762632,0.122955145
8,2,779,12,12,1,0.018449593,1051.778458,0.035968679
9,0,779,12,3,1,0.003309408,47.80932617,0.006720845
10,1,779,12,3,1,0.057319762,780.6574759,0.108150186
11,2,779,12,3,1,0.004439783,63.77698413,0.008792958
12,0,779,12,12,2,0.014326234,802.802002,0.028288426
13,1,779,12,12,2,0.058878055,3160.542085,0.110063458
14,2,779,12,12,2,0.0115898,651.283658,0.022508237
15,0,779,12,3,2,0.00731446,109.0654297,0.014515699
16,1,779,12,3,2,0.079423221,1105.161306,0.147138722
17,2,779,12,3,2,0.010806043,160.5716229,0.02137646
0,0,780,12,12,0,0.018847317,850.0794678,0.036948667
1,1,780,12,12,0,0.054160666,2371.586763,0.102163524
2,2,780,12,12,0,0.020311474,915.0882403,0.039337141
3,0,780,12,3,0,0.016348647,193.3497314,0.032164759
4,1,780,12,3,0,0.070203105,788.4870823,0.131177521
5,2,780,12,3,0,0.019671278,231.887246,0.038566421
6,0,780,12,12,1,0.01180807,516.5258789,0.023855979
7,1,780,12,12,1,0.041127266,1750.350868,0.080006716
8,2,780,12,12,1,0.012307723,536.5108873,0.025057211
9,0,780,12,3,1,0.03085566,320.2733154,0.060531604
10,1,780,12,3,1,0.036428552,384.8131543,0.071564961
11,2,780,12,3,1,0.023246507,243.0867063,0.044354457
12,0,780,12,12,2,0.006669318,288.5428467,0.01393834
13,1,780,12,12,2,0.035984143,1509.898275,0.070725269
14,2,780,12,12,2,0.008740874,379.2074217,0.019430256
15,0,780,12,3,2,0.008015147,92.07739258,0.015888122
16,1,780,12,3,2,0.052726529,579.9922283,0.099535828
17,2,780,12,3,2,0.011521948,133.3642399,0.023230555
0,0,782,12,12,0,0.011821266,1141.016846,0.02324344
1,1,782,12,12,0,0.047122176,4390.356315,0.089543783
2,2,782,12,12,0,0.012146485,1171.573031,0.023811523
3,0,782,12,3,0,0.009842061,243.8483887,0.019487061
4,1,782,12,3,0,0.058375641,1380.000145,0.110309312
5,2,782,12,3,0,0.014041105,346.444,0.027692275
6,0,782,12,12,1,0.011277563,1061.166016,0.022086554
7,1,782,12,12,1,0.035114891,3219.355869,0.067354652
8,2,782,12,12,1,0.009721877,918.9732869,0.019490009
9,0,782,12,3,1,0.01504352,352.7294922,0.029461416
10,1,782,12,3,1,0.034328314,789.8980145,0.065725522
11,2,782,12,3,1,0.015571318,364.9151515,0.030517146
12,0,782,12,12,2,0.009693297,901.5053711,0.019537701
13,1,782,12,12,2,0.02482441,2244.459737,0.04824192
14,2,782,12,12,2,0.006574197,609.8229814,0.013456347
15,0,782,12,3,2,0.004497641,109.9042969,0.008972551
16,1,782,12,3,2,0.048164282,1124.882471,0.091874474
17,2,782,12,3,2,0.004432021,108.017134,0.008801307
0,0,790,12,12,0,0.026961816,7978.648438,0.051932799
1,1,790,12,12,0,0.151433607,39955,0.26038302
2,2,790,12,12,0,0.034804178,10219.51446,0.065812153
3,0,790,12,3,0,0.014817128,1150.833984,0.02918612
4,1,790,12,3,0,0.16399616,11105,0.281764189
5,2,790,12,3,0,0.020460298,1580.346306,0.040085527
6,0,790,12,12,1,0.011853915,3375.425781,0.02302903
7,1,790,12,12,1,0.132511647,33705,0.231272035
8,2,790,12,12,1,0.015957746,4525.132937,0.030286432
9,0,790,12,3,1,0.016548017,1169.102539,0.033736257
10,1,790,12,3,1,0.104786135,6590,0.188415642
11,2,790,12,3,1,0.010986115,759.9720904,0.021762055
12,0,790,12,12,2,0.018525497,5220.417969,0.036404273
13,1,790,12,12,2,0.133964332,33615,0.233268607
14,2,790,12,12,2,0.025897221,7240.182426,0.050203875
15,0,790,12,3,2,0.030246911,2299.388672,0.058876441
16,1,790,12,3,2,0.16547619,11120,0.283294099
17,2,790,12,3,2,0.047338259,3539.957011,0.090709527
0,0,794,12,12,0,0.013090862,2781.526367,0.025718513
1,1,794,12,12,0,0.065767661,13283.52068,0.122770199
2,2,794,12,12,0,0.02337492,4918.0321,0.045195165
3,0,794,12,3,0,0.009001203,490.828125,0.017830999
4,1,794,12,3,0,0.075764982,3874.999999,0.140808494
5,2,794,12,3,0,0.012074388,656.4071214,0.023828584
6,0,794,12,12,1,0.012681342,2627.756836,0.024739065
7,1,794,12,12,1,0.054748379,10890,0.10308609
8,2,794,12,12,1,0.024131649,4943.524465,0.046554697
9,0,794,12,3,1,0.006122082,313.2470703,0.012134303
10,1,794,12,3,1,0.04294997,2120.010095,0.082237663
11,2,794,12,3,1,0.007456023,380.9953353,0.014704109
12,0,794,12,12,2,0.014003735,2826.949707,0.027375807
13,1,794,12,12,2,0.044214823,8665,0.08394001
14,2,794,12,12,2,0.016995217,3419.78125,0.033031736
15,0,794,12,3,2,0.010718895,579.0449219,0.021219669
16,1,794,12,3,2,0.07258619,3695.000002,0.1353433
17,2,794,12,3,2,0.014142558,761.4152845,0.02788811
0,0,863,12,12,0,0.001577254,169.3566895,0.003126397
1,1,863,12,12,0,0.021953135,2333.186418,0.044151853
2,2,863,12,12,0,0.002125884,228.5385391,0.004276359
3,0,863,12,3,0,0.001218272,33.56640625,0.002438431
4,1,863,12,3,0,0.02288901,617.1528673,0.044749725
5,2,863,12,3,0,0.003381658,92.95179547,0.006745312
6,0,863,12,12,1,0.006995165,759.25,0.014390844
7,1,863,12,12,1,0.026712299,2835.254264,0.05295507
8,2,863,12,12,1,0.004853197,525.6082251,0.010023457
9,0,863,12,3,1,0.004062039,101.8972168,0.008387011
10,1,863,12,3,1,0.02725849,699.9980006,0.057856572
11,2,863,12,3,1,0.002243781,56.22066052,0.004593166
12,0,863,12,12,2,0.006581742,712.3430176,0.013072382
13,1,863,12,12,2,0.031825794,3380.493545,0.062054737
14,2,863,12,12,2,0.007243094,781.3750546,0.014396212
15,0,863,12,3,2,0.002748245,75.54931641,0.005527984
16,1,863,12,3,2,0.020800493,558.7277184,0.040731649
17,2,863,12,3,2,0.003137566,86.30283657,0.006303694
0,0,885,12,12,0,0.017083435,1202.548955,0.033501219
1,1,885,12,12,0,0.057570588,3897.404188,0.108775298
2,2,885,12,12,0,0.012843902,907.9012612,0.025221091
3,0,885,12,3,0,0.004231978,75.08350586,0.008465586
4,1,885,12,3,0,0.04878465,825.251324,0.093029014
5,2,885,12,3,0,0.004266954,76.02638797,0.008579969
6,0,885,12,12,1,0.028556215,1950.684082,0.055465093
7,1,885,12,12,1,0.051410398,3435.524305,0.097698311
8,2,885,12,12,1,0.028617517,1954.755153,0.055518417
9,0,885,12,3,1,0.010457015,187.4654687,0.021169742
10,1,885,12,3,1,0.047911869,811.0853973,0.091385062
11,2,885,12,3,1,0.008905457,159.4003818,0.018035581
12,0,885,12,12,2,0.018160788,1213.660742,0.035537764
13,1,885,12,12,2,0.026710945,1770.190681,0.051861782
14,2,885,12,12,2,0.015671261,1049.856072,0.030680089
15,0,885,12,3,2,0.003292812,59.40317383,0.006555499
16,1,885,12,3,2,0.057427457,981.5419456,0.108599387
17,2,885,12,3,2,0.004014516,72.26584758,0.007965141
0,0,918,12,12,0,0.009426871,601.9924316,0.018855713
1,1,918,12,12,0,0.057287557,3469.912351,0.108046456
2,2,918,12,12,0,0.010971153,697.9556772,0.02171671
3,0,918,12,3,0,0.01306223,209.6533203,0.025758656
4,1,918,12,3,0,0.064367379,983.3198544,0.120942345
5,2,918,12,3,0,0.009966835,160.4614409,0.019726637
6,0,918,12,12,1,0.011107048,698.1687012,0.022561261
7,1,918,12,12,1,0.045918758,2728.997818,0.087717515
8,2,918,12,12,1,0.01264576,796.128073,0.025733266
9,0,918,12,3,1,0.007008722,112.4726563,0.013840783
10,1,918,12,3,1,0.061300923,933.4043626,0.115434816
11,2,918,12,3,1,0.008471043,135.7421844,0.016705978
12,0,918,12,12,2,0.009218033,582.7387695,0.018223151
13,1,918,12,12,2,0.063158893,3790.155364,0.118732737
14,2,918,12,12,2,0.007071387,448.1351096,0.013989523
15,0,918,12,3,2,0.016252603,257.802002,0.032004953
16,1,918,12,3,2,0.060512161,919.7971202,0.114083442
17,2,918,12,3,2,0.018438603,291.8489948,0.036175985
0,0,950,12,12,0,0.009371981,446.9038086,0.018572777
1,1,950,12,12,0,0.106455335,4630.921846,0.192386704
2,2,950,12,12,0,0.010734738,511.1968519,0.021229294
3,0,950,12,3,0,0.001666478,20.15698242,0.003329934
4,1,950,12,3,0,0.104375341,1144.147131,0.189016678
5,2,950,12,3,0,0.003184862,38.43353294,0.006345793
6,0,950,12,12,1,0.009683548,454.5596924,0.019100729
7,1,950,12,12,1,0.104164092,4471.220677,0.188580369
8,2,950,12,12,1,0.011307209,529.9245222,0.022257476
9,0,950,12,3,1,0.005869446,70.85095215,0.011665458
10,1,950,12,3,1,0.107606294,1179.620983,0.194302715
11,2,950,12,3,1,0.007242087,87.30118095,0.014378136
12,0,950,12,12,2,0.0108845,500.1843262,0.021467973
13,1,950,12,12,2,0.094843073,4024.174983,0.173219124
14,2,950,12,12,2,0.009262596,426.3356698,0.018296929
15,0,950,12,3,2,0.002058629,24.69799805,0.004096812
16,1,950,12,3,2,0.10615693,1153.741012,0.191926685
17,2,950,12,3,2,0.004131328,49.46248461,0.008210743
0,0,1051,12,12,0,0.026546782,1612.646729,0.051603574
1,1,1051,12,12,0,0.115219132,6442.738341,0.206521276
2,2,1051,12,12,0,0.02271001,1384.748588,0.044305836
3,0,1051,12,3,0,0.002286503,35.55810547,0.004600998
4,1,1051,12,3,0,0.11110787,1553.959205,0.199944877
5,2,1051,12,3,0,0.002664544,41.43114953,0.005357207
6,0,1051,12,12,1,0.075984912,4287.981934,0.141124051
7,1,1051,12,12,1,0.105157492,5777.604522,0.190149945
8,2,1051,12,12,1,0.06157507,3521.972553,0.115868721
9,0,1051,12,3,1,0.007251989,113.3730469,0.014615493
10,1,1051,12,3,1,0.111755726,1560.098882,0.201018555
11,2,1051,12,3,1,0.003436525,53.39591837,0.006893139
12,0,1051,12,12,2,0.018018565,1017.021484,0.035328048
13,1,1051,12,12,2,0.077173251,4116.677593,0.14302489
